Credit_Limit;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Revolving_Bal;Total_Trans_Amt;Total_Trans_Ct;Avg_Utilization_Ratio
4930;46;M;3;Graduate;Single;$80K - $120K;Blue;35;0;3343;77;0
3178;27;M;0;Graduate;Single;$40K - $60K;Blue;16;1118;2010;31;0.352
3003;37;F;1;High School;Unknown;Less than $40K;Blue;30;1810;3148;68;0.603
2318;34;F;1;Doctorate;Married;Unknown;Blue;25;2069;2689;57;0.893
2638;34;M;0;Graduate;Married;$40K - $60K;Blue;17;2092;1868;43;0.793
2004;35;F;1;Uneducated;Married;Less than $40K;Blue;36;0;1974;60;0
2414;55;F;2;Post-Graduate;Married;Less than $40K;Blue;49;2276;2000;62;0.943
1438.3;60;F;0;Doctorate;Married;Less than $40K;Blue;45;648;1267;27;0.451
2043;56;M;2;Graduate;Married;$60K - $80K;Blue;44;1928;2311;57;0.944
34516;52;M;2;High School;Single;$80K - $120K;Blue;46;2517;3072;67;0.073
3111;45;F;4;Uneducated;Married;$40K - $60K;Blue;36;2290;1998;41;0.736
2585;56;M;1;Graduate;Married;$120K +;Blue;48;1207;1590;33;0.467
2469;26;M;0;Graduate;Single;Less than $40K;Blue;13;2410;1027;20;0.976
8744;30;M;1;Unknown;Single;Less than $40K;Blue;19;1712;2579;68;0.196
4185;34;M;3;High School;Married;$80K - $120K;Blue;23;2517;2179;55;0.601
4759;39;M;3;Uneducated;Married;$60K - $80K;Blue;36;1459;2903;57;0.307
24457;36;M;3;Graduate;Single;$120K +;Blue;36;1300;2739;65;0.053
14244;32;M;3;Unknown;Single;$120K +;Blue;20;1673;2729;66;0.117
6572;48;M;4;Doctorate;Single;$80K - $120K;Blue;28;417;1766;46;0.063
23381;50;F;2;Uneducated;Married;Unknown;Blue;34;905;4357;73;0.039
3471;39;F;2;Uneducated;Married;Less than $40K;Blue;26;2517;1771;34;0.725
2250;61;F;0;Graduate;Married;Less than $40K;Blue;51;1041;1339;28;0.463
15965;65;F;1;Unknown;Married;Unknown;Blue;53;2312;1619;40;0.145
9433;45;F;1;High School;Divorced;Less than $40K;Blue;36;1578;3910;81;0.167
9180;34;M;3;Uneducated;Divorced;$120K +;Blue;28;1814;2646;49;0.198
8818;37;M;3;Graduate;Married;$40K - $60K;Blue;36;1437;1865;31;0.163
4066;44;F;3;Graduate;Single;Less than $40K;Blue;36;1028;3888;77;0.253
9031;56;M;1;Uneducated;Married;$80K - $120K;Blue;36;1535;1602;35;0.17
9887;36;M;4;Unknown;Single;$40K - $60K;Blue;36;994;2552;64;0.101
4161;65;F;0;Graduate;Married;Less than $40K;Blue;53;2491;1203;30;0.599
2740;26;M;0;Graduate;Single;Less than $40K;Blue;15;2069;1997;44;0.755
6152;26;F;0;High School;Single;Unknown;Blue;13;0;968;23;0
8167;34;M;3;Uneducated;Married;$60K - $80K;Blue;24;1740;2141;51;0.213
23742;51;M;2;College;Married;$120K +;Blue;41;0;3783;57;0
16791;57;M;3;College;Unknown;$60K - $80K;Blue;50;1181;2983;74;0.07
26783;30;M;0;Graduate;Divorced;$80K - $120K;Blue;23;1285;2495;46;0.048
25516;35;M;1;Post-Graduate;Married;$80K - $120K;Blue;27;1363;2317;38;0.053
4815;32;M;0;Graduate;Married;$40K - $60K;Blue;27;1591;2501;36;0.33
3198;62;M;1;Graduate;Married;Unknown;Blue;36;2308;1402;35;0.722
2218;32;M;1;Uneducated;Married;Less than $40K;Blue;23;1696;730;20;0.765
23462;53;M;3;High School;Married;$80K - $120K;Blue;44;2202;1387;33;0.094
2252;55;M;3;College;Married;$60K - $80K;Blue;36;1737;1291;27;0.771
2557;26;F;1;Unknown;Single;Less than $40K;Blue;36;1990;2266;57;0.778
2300;35;F;0;Graduate;Single;Less than $40K;Blue;25;0;1485;34;0
3540;31;F;0;Graduate;Married;Less than $40K;Blue;26;1173;1912;45;0.331
22938;53;M;3;Unknown;Single;$60K - $80K;Blue;42;1700;3428;54;0.074
13129;45;M;2;Graduate;Married;$40K - $60K;Blue;34;901;2564;56;0.069
34516;39;M;3;Unknown;Single;$80K - $120K;Silver;36;1900;1668;36;0.055
3396;61;F;0;High School;Married;Less than $40K;Blue;53;802;1418;36;0.236
4712;31;F;0;Uneducated;Single;Less than $40K;Blue;20;955;2568;62;0.203
7638;37;M;2;Graduate;Single;$60K - $80K;Blue;36;947;2336;58;0.124
2624;41;M;3;Post-Graduate;Married;$60K - $80K;Blue;34;1319;4189;74;0.503
17934;58;M;3;Graduate;Married;$120K +;Blue;52;1578;2005;48;0.088
15198;45;M;5;Graduate;Married;$40K - $60K;Silver;39;2098;3183;64;0.138
3191;57;F;4;High School;Married;Less than $40K;Blue;47;2517;1501;35;0.789
6053;35;M;1;Unknown;Single;$60K - $80K;Blue;25;2001;2208;59;0.331
5510;39;M;2;Unknown;Married;$40K - $60K;Blue;26;2027;1980;42;0.368
12875;55;M;3;Doctorate;Married;$120K +;Blue;40;1119;1624;40;0.087
2602;41;F;2;High School;Married;$40K - $60K;Blue;36;1490;3151;78;0.573
2041;55;F;0;Uneducated;Married;Less than $40K;Blue;51;1885;2118;48;0.924
2548;52;F;2;Graduate;Married;Less than $40K;Blue;45;1683;2055;54;0.661
4698;57;M;2;Graduate;Married;$120K +;Blue;49;984;1865;35;0.209
2222;40;F;3;High School;Unknown;Less than $40K;Blue;31;1551;3302;65;0.698
8217;47;M;4;High School;Married;$80K - $120K;Blue;36;0;1848;56;0
10091;42;F;4;Uneducated;Single;Less than $40K;Silver;36;0;3347;64;0
19074;39;M;3;Graduate;Single;$80K - $120K;Blue;34;0;3762;74;0
34516;39;M;4;Graduate;Single;$60K - $80K;Gold;34;542;3899;78;0.016
12852;36;M;3;Graduate;Married;$120K +;Blue;29;1945;1606;33;0.151
12763;36;M;2;Uneducated;Married;$60K - $80K;Blue;21;2517;2599;46;0.197
2827;29;M;0;Graduate;Married;Less than $40K;Blue;19;1430;1608;30;0.506
8242;56;F;2;Uneducated;Married;Unknown;Blue;36;0;1559;44;0
1825;37;F;4;Graduate;Married;Less than $40K;Blue;28;1389;2878;54;0.761
1438.3;61;M;0;Post-Graduate;Married;Less than $40K;Blue;56;0;1448;31;0
5497;36;M;3;High School;Married;$60K - $80K;Blue;36;1517;1981;38;0.276
6778;51;F;1;Graduate;Married;$40K - $60K;Blue;45;865;3158;71;0.128
4267;46;M;3;Graduate;Married;$60K - $80K;Blue;36;0;1067;23;0
3273;31;F;0;High School;Married;Less than $40K;Blue;22;2517;2726;57;0.769
9371;33;M;2;Doctorate;Single;$40K - $60K;Blue;25;1541;2518;67;0.164
1438.3;50;F;3;High School;Single;Less than $40K;Blue;38;663;2987;73;0.461
8389;57;F;3;High School;Single;Unknown;Blue;36;1960;1334;38;0.234
28410;65;M;0;Doctorate;Single;Unknown;Blue;56;1608;2278;77;0.057
6168;48;M;2;High School;Married;$40K - $60K;Blue;29;2371;4303;80;0.384
2111;57;F;3;Unknown;Single;Unknown;Blue;40;966;3871;87;0.458
3141;63;F;1;Unknown;Married;$40K - $60K;Blue;49;1819;1539;35;0.579
8307;50;F;2;Graduate;Divorced;$40K - $60K;Blue;40;2517;2293;36;0.303
30753;39;M;3;Graduate;Married;$80K - $120K;Blue;31;1661;1780;33;0.054
2731;39;M;2;College;Married;$60K - $80K;Blue;26;1573;1813;38;0.576
2890;39;F;4;Unknown;Married;Less than $40K;Blue;31;0;2040;36;0
34516;52;M;1;Unknown;Single;$120K +;Blue;44;0;2848;56;0
8058;37;M;1;Graduate;Married;$80K - $120K;Blue;26;1176;2774;52;0.146
5660;50;F;2;Uneducated;Married;Unknown;Blue;45;2401;1932;35;0.424
4230;59;M;0;Unknown;Married;$60K - $80K;Blue;36;1366;1480;35;0.323
9515;38;M;2;Graduate;Unknown;$40K - $60K;Blue;36;0;4642;61;0
10962;65;F;0;High School;Single;$40K - $60K;Blue;36;1559;2724;71;0.142
23848;57;M;1;Unknown;Married;$120K +;Blue;36;1967;1591;43;0.082
10144;65;M;0;Uneducated;Married;Unknown;Blue;56;1295;1234;24;0.128
2997;38;F;4;Graduate;Married;$40K - $60K;Blue;22;1969;2807;60;0.657
2647;41;M;2;College;Single;$80K - $120K;Blue;35;620;2262;47;0.234
4580;55;F;2;Graduate;Married;Less than $40K;Blue;47;1300;1694;34;0.284
2608;28;M;0;Post-Graduate;Married;Unknown;Blue;13;1630;1822;33;0.625
34516;31;M;2;Unknown;Single;$80K - $120K;Blue;24;1180;2329;69;0.034
3156;39;F;2;Unknown;Married;Less than $40K;Blue;19;2095;2739;56;0.664
24936;44;F;3;Graduate;Married;Unknown;Blue;31;2053;1810;38;0.082
26101;55;M;3;College;Married;$80K - $120K;Blue;42;614;1472;48;0.024
14270;57;M;3;College;Married;$80K - $120K;Blue;45;0;1222;37;0
25618;28;M;0;High School;Married;Unknown;Blue;21;1209;2157;49;0.047
3230;35;F;2;Graduate;Married;Less than $40K;Blue;21;2517;1914;31;0.779
8881;46;F;4;College;Married;Less than $40K;Blue;38;1865;2632;54;0.21
11037;65;F;1;Uneducated;Single;Unknown;Blue;51;1491;2429;63;0.135
16763;50;F;2;Uneducated;Married;Unknown;Blue;44;0;3626;69;0
2621;31;M;0;Uneducated;Divorced;$40K - $60K;Blue;21;1461;2718;71;0.557
4939;49;M;2;Unknown;Single;$80K - $120K;Blue;43;1190;3764;64;0.241
4419;50;F;3;College;Single;Less than $40K;Blue;32;1218;4535;75;0.276
9235;44;F;4;High School;Divorced;Less than $40K;Blue;39;1796;1739;42;0.194
3055;63;F;1;High School;Married;Less than $40K;Blue;56;1685;1405;40;0.552
19412;41;M;1;Graduate;Divorced;$80K - $120K;Blue;35;770;1576;41;0.04
12786;56;M;1;Unknown;Married;$80K - $120K;Blue;36;1880;1205;19;0.147
4666;55;M;1;Graduate;Married;$60K - $80K;Blue;36;1275;1281;28;0.273
4894;48;F;4;College;Single;Less than $40K;Blue;38;1505;3277;67;0.308
27389;35;M;2;High School;Single;$120K +;Blue;36;1250;2754;60;0.046
2132;30;F;0;Post-Graduate;Single;Less than $40K;Blue;18;797;3265;74;0.374
6590;37;M;3;High School;Single;$80K - $120K;Blue;24;0;2449;67;0
3176;53;F;2;Graduate;Married;Less than $40K;Blue;36;1470;1634;53;0.463
4288;37;M;1;Graduate;Single;$60K - $80K;Blue;27;2349;2591;57;0.548
20130;65;F;0;Uneducated;Single;Unknown;Blue;56;2355;2444;49;0.117
5945;48;M;2;Doctorate;Single;Less than $40K;Blue;43;1685;3598;67;0.283
3350;37;M;1;Graduate;Married;$40K - $60K;Blue;17;0;2849;61;0
4008;35;M;1;High School;Married;$60K - $80K;Blue;26;1841;2794;58;0.459
5780;35;F;3;Graduate;Single;Less than $40K;Blue;27;938;2960;65;0.162
2497;49;F;2;High School;Unknown;$40K - $60K;Blue;38;1674;2922;53;0.67
10286;26;F;0;High School;Single;Unknown;Blue;13;2286;2564;57;0.222
2347;58;M;1;Unknown;Married;$60K - $80K;Blue;36;2163;1631;40;0.922
23125;29;F;2;Uneducated;Single;Unknown;Blue;18;1236;2536;69;0.053
3034;58;F;2;Unknown;Married;Less than $40K;Blue;43;2517;1617;29;0.83
7081;33;M;2;College;Single;$80K - $120K;Blue;23;1874;2249;47;0.265
6824;36;M;2;Graduate;Married;$40K - $60K;Blue;28;1873;1933;48;0.274
1438.3;47;F;3;Doctorate;Married;Less than $40K;Blue;36;772;2250;40;0.537
2683;41;M;2;Graduate;Married;Less than $40K;Blue;29;1738;2274;52;0.648
12280;46;M;4;Graduate;Single;$60K - $80K;Blue;40;985;4263;70;0.08
14607;58;M;4;Graduate;Married;$60K - $80K;Blue;36;1480;1393;38;0.101
2267;53;F;1;Doctorate;Single;Less than $40K;Blue;48;1469;3709;64;0.648
2556;54;F;3;Unknown;Married;Less than $40K;Blue;36;2260;1401;30;0.884
12512;39;F;1;Uneducated;Divorced;Unknown;Blue;34;666;2995;60;0.053
11332;49;M;2;Graduate;Married;$80K - $120K;Blue;39;946;3806;65;0.083
3073;35;F;3;High School;Married;Less than $40K;Blue;23;526;1944;55;0.171
34516;47;M;3;College;Married;$120K +;Silver;27;2315;1805;46;0.067
5323;38;M;3;Graduate;Married;$60K - $80K;Blue;34;2301;1783;33;0.432
9078;56;M;1;Graduate;Married;$80K - $120K;Blue;44;1501;1543;34;0.165
27029;56;M;2;High School;Married;$120K +;Blue;46;1347;1302;27;0.05
9859;38;M;3;High School;Single;$60K - $80K;Blue;25;1305;4345;72;0.132
4026;46;M;3;College;Single;$80K - $120K;Blue;39;243;1102;27;0.06
2608;37;M;1;High School;Single;$40K - $60K;Blue;25;1799;2565;72;0.69
3552;63;F;0;Unknown;Married;Less than $40K;Blue;36;2517;1342;26;0.709
4613;65;F;1;Graduate;Single;Less than $40K;Blue;56;1619;2328;62;0.351
10386;38;M;4;College;Married;$80K - $120K;Blue;27;1909;2119;52;0.184
34516;45;F;4;Doctorate;Unknown;Unknown;Silver;39;1298;1906;39;0.038
2657;26;M;0;College;Single;$40K - $60K;Blue;36;1611;2349;41;0.606
5031;58;F;2;Graduate;Married;Less than $40K;Blue;44;1327;1433;34;0.264
34516;48;M;3;Uneducated;Married;$120K +;Blue;36;787;1312;32;0.023
1612;26;F;0;Unknown;Single;$40K - $60K;Blue;16;835;2148;40;0.518
2423;48;F;3;Graduate;Single;Less than $40K;Blue;43;1773;2038;64;0.732
7140;33;M;3;Graduate;Married;$80K - $120K;Blue;36;0;916;18;0
3377;62;F;0;Doctorate;Married;$40K - $60K;Blue;51;948;1407;44;0.281
34516;55;M;3;Uneducated;Divorced;$80K - $120K;Blue;41;2408;1187;40;0.07
2295;40;F;2;Graduate;Single;Less than $40K;Blue;29;0;3292;62;0
3150;46;M;2;High School;Single;$40K - $60K;Blue;41;1543;3432;71;0.49
2165;58;M;1;High School;Married;$40K - $60K;Blue;36;1135;1541;33;0.524
4249;47;M;2;Graduate;Unknown;$60K - $80K;Blue;34;1562;1881;49;0.368
2966;50;M;2;Unknown;Divorced;$60K - $80K;Blue;41;1433;1986;50;0.483
1612;53;M;1;Graduate;Married;$120K +;Blue;41;744;1564;33;0.462
14593;45;M;3;Graduate;Married;$60K - $80K;Blue;36;1504;3447;72;0.103
8327;48;M;4;Uneducated;Single;$40K - $60K;Blue;38;1551;4428;82;0.186
34516;43;M;3;Post-Graduate;Married;$60K - $80K;Gold;37;1580;4149;86;0.046
6479;60;M;0;Uneducated;Married;$60K - $80K;Blue;55;1393;1618;47;0.215
18442;56;M;2;High School;Married;$120K +;Blue;41;1470;1281;36;0.08
2800;43;F;3;College;Married;$40K - $60K;Blue;31;2517;1994;41;0.899
3032;57;F;3;High School;Married;Less than $40K;Blue;36;2215;1387;30;0.731
2151;52;F;1;Uneducated;Married;$40K - $60K;Blue;47;1338;3446;58;0.622
24073;56;F;1;Unknown;Married;Unknown;Blue;36;1084;1341;37;0.045
25517;43;M;1;Graduate;Married;$80K - $120K;Blue;37;321;2508;44;0.013
7709;38;M;3;Graduate;Married;$60K - $80K;Blue;32;2227;2520;61;0.289
4065;53;M;2;College;Married;$40K - $60K;Blue;33;2180;1271;36;0.536
13169;52;F;1;Graduate;Divorced;Unknown;Blue;35;1499;4370;83;0.114
11811;58;M;2;College;Married;$80K - $120K;Blue;44;2508;1469;29;0.212
7440;34;F;3;College;Single;Less than $40K;Blue;36;704;2251;63;0.095
12714;36;M;1;High School;Single;$40K - $60K;Blue;20;976;2240;53;0.077
3735;55;F;0;Graduate;Single;$40K - $60K;Blue;35;1978;1749;41;0.53
25882;54;M;1;Uneducated;Married;$80K - $120K;Blue;43;1699;1736;48;0.066
3877;36;M;2;College;Married;$40K - $60K;Blue;36;1495;1942;42;0.386
3280;35;F;2;Graduate;Single;Unknown;Blue;27;1806;2534;78;0.551
11023;53;M;2;Graduate;Married;$120K +;Blue;36;0;1656;41;0
6182;48;F;3;Graduate;Unknown;Less than $40K;Blue;36;1131;3546;63;0.183
2186;37;M;3;Uneducated;Single;$40K - $60K;Blue;19;1185;2614;67;0.542
17996;45;M;3;Uneducated;Single;$80K - $120K;Blue;39;864;1589;30;0.048
2306;54;F;1;High School;Married;Less than $40K;Blue;43;2200;2097;57;0.954
26556;38;M;2;High School;Single;$60K - $80K;Silver;30;1583;3168;73;0.06
5779;35;F;2;College;Married;Less than $40K;Blue;18;2517;2102;32;0.436
5494;36;F;1;Uneducated;Single;Less than $40K;Blue;30;2078;2661;58;0.378
7571;33;M;1;Post-Graduate;Married;$120K +;Blue;14;2264;2273;49;0.299
2897;28;M;1;High School;Single;Less than $40K;Blue;14;1398;2698;73;0.483
3131;36;F;2;Uneducated;Single;$40K - $60K;Blue;26;2379;2315;63;0.76
4274;34;F;3;College;Divorced;Less than $40K;Blue;27;2517;2257;54;0.589
4980;55;M;0;Doctorate;Married;$60K - $80K;Blue;36;906;2273;66;0.182
3156;61;F;0;Post-Graduate;Married;Less than $40K;Blue;48;2155;1376;44;0.683
6861;44;F;2;Graduate;Married;Less than $40K;Blue;39;2101;3974;63;0.306
15554;54;M;1;Graduate;Married;$80K - $120K;Blue;46;2497;2836;61;0.161
26570;39;M;2;High School;Married;$80K - $120K;Blue;28;1915;2118;33;0.072
22224;51;M;1;Unknown;Married;$60K - $80K;Blue;36;979;3346;69;0.044
10606;47;M;2;Unknown;Single;$80K - $120K;Blue;41;1713;2694;61;0.162
5865;37;F;1;High School;Married;$40K - $60K;Blue;25;2517;2623;47;0.429
5369;47;F;3;Graduate;Unknown;$40K - $60K;Blue;36;1854;1898;50;0.345
5188;56;M;3;Uneducated;Married;$120K +;Blue;43;753;1540;30;0.145
17742;53;M;1;Graduate;Single;$80K - $120K;Blue;36;1463;3369;55;0.082
2591;62;M;0;Graduate;Married;$40K - $60K;Blue;48;0;2123;56;0
2800;58;F;3;Graduate;Married;Less than $40K;Blue;48;1834;1571;36;0.655
6543;57;M;1;High School;Married;$80K - $120K;Blue;36;2260;1519;31;0.345
26053;54;F;1;Doctorate;Single;Unknown;Blue;36;829;2768;70;0.032
6316;33;F;3;College;Single;$40K - $60K;Blue;26;1344;2401;71;0.213
4658;54;F;1;Graduate;Married;Less than $40K;Blue;41;588;1351;30;0.126
6476;30;M;0;Graduate;Divorced;$60K - $80K;Blue;22;0;2723;66;0
8087;36;F;2;High School;Single;Less than $40K;Blue;36;1263;2429;69;0.156
9033;60;M;2;Graduate;Married;$60K - $80K;Blue;50;845;1661;35;0.094
3206;46;F;4;High School;Single;Less than $40K;Blue;28;0;3253;72;0
28751;55;M;1;Graduate;Married;$80K - $120K;Blue;49;2158;1502;34;0.075
2938;55;M;1;High School;Married;$80K - $120K;Blue;47;1995;1352;30;0.679
5715;31;M;0;Uneducated;Single;Less than $40K;Blue;25;1741;2324;67;0.305
2111;55;F;3;Uneducated;Divorced;Less than $40K;Blue;36;1209;2803;61;0.573
11862;36;M;2;Post-Graduate;Single;$40K - $60K;Blue;31;2282;2576;74;0.192
2791;34;F;2;Unknown;Single;Less than $40K;Blue;36;2160;2214;56;0.774
6551;33;F;1;Graduate;Single;Less than $40K;Blue;36;1440;2429;77;0.22
4533;30;M;2;Post-Graduate;Single;$40K - $60K;Blue;16;1977;2679;69;0.436
1854;54;F;2;Graduate;Married;$40K - $60K;Blue;36;1528;1307;39;0.824
6704;53;M;2;Uneducated;Married;$80K - $120K;Blue;43;1354;1331;30;0.202
34516;59;M;0;Graduate;Single;$80K - $120K;Silver;36;1494;3259;65;0.043
5489;41;M;2;College;Single;$120K +;Blue;32;1513;4085;65;0.276
10619;45;M;3;Uneducated;Married;$40K - $60K;Blue;36;607;4074;65;0.057
2481;50;F;2;Graduate;Married;Less than $40K;Blue;40;1287;1825;51;0.519
5100;57;M;2;Uneducated;Married;$60K - $80K;Blue;47;1970;1032;26;0.386
5905;63;M;0;Doctorate;Single;$40K - $60K;Blue;49;726;3982;65;0.123
9293;35;F;3;Unknown;Single;Unknown;Blue;30;0;2314;59;0
5240;35;M;3;Graduate;Married;$60K - $80K;Blue;25;1451;2172;38;0.277
4182;53;M;3;High School;Married;$120K +;Blue;40;741;1297;24;0.177
9857;33;F;4;College;Divorced;Less than $40K;Blue;24;0;3448;103;0
20117;38;M;2;Uneducated;Married;$80K - $120K;Blue;33;1226;2906;58;0.061
6012;31;M;0;High School;Divorced;Less than $40K;Blue;22;0;2801;72;0
6369;37;M;2;Graduate;Married;$60K - $80K;Blue;27;0;2675;47;0
13005;36;M;1;Uneducated;Single;$80K - $120K;Blue;30;2152;3023;53;0.165
1575;39;F;3;Graduate;Married;Unknown;Blue;36;592;644;15;0.376
6679;58;F;0;Post-Graduate;Married;Less than $40K;Blue;39;1207;1649;29;0.181
6458;39;F;1;Graduate;Married;Less than $40K;Blue;34;1802;2315;49;0.279
20803;61;M;0;Unknown;Single;$60K - $80K;Blue;48;1446;2073;43;0.07
5540;34;M;4;Unknown;Married;$40K - $60K;Blue;26;1240;1524;31;0.224
2801;55;M;3;Graduate;Married;$80K - $120K;Blue;36;2403;1526;44;0.858
2419;50;M;2;Uneducated;Single;Less than $40K;Blue;40;2380;4099;73;0.984
5156;33;M;3;High School;Single;$40K - $60K;Blue;24;1427;2057;54;0.277
14228;48;F;1;High School;Married;Unknown;Blue;36;1953;1970;51;0.137
10257;63;M;0;High School;Married;$80K - $120K;Blue;51;1021;1508;30;0.1
3032;54;M;3;High School;Married;$40K - $60K;Blue;44;0;1037;14;0
1438.3;41;M;4;Graduate;Unknown;$60K - $80K;Blue;36;312;1786;26;0.217
32096;51;M;3;Doctorate;Married;$80K - $120K;Blue;45;0;2619;69;0
3014;54;F;2;Graduate;Married;Unknown;Blue;46;794;1488;30;0.263
5762;47;M;4;Unknown;Single;$40K - $60K;Blue;36;1890;3814;88;0.328
2555;52;F;3;Post-Graduate;Single;Less than $40K;Blue;45;1701;3127;45;0.666
34516;34;M;5;Post-Graduate;Single;$80K - $120K;Silver;28;1731;2421;63;0.05
2140;64;M;0;High School;Married;Less than $40K;Blue;54;1361;1280;34;0.636
4760;62;F;1;Uneducated;Married;$40K - $60K;Blue;43;0;1459;20;0
26372;38;M;1;Graduate;Single;$80K - $120K;Blue;27;1365;2291;56;0.052
8203;52;F;2;Graduate;Married;Less than $40K;Blue;43;654;2910;63;0.08
2655;35;F;2;Doctorate;Married;$40K - $60K;Blue;24;1527;1921;26;0.575
13655;35;M;2;Graduate;Single;$120K +;Blue;27;1048;2383;59;0.077
12169;54;M;1;College;Married;$80K - $120K;Blue;48;1935;1599;38;0.159
2956;35;F;3;Unknown;Single;Less than $40K;Blue;17;1823;2144;58;0.617
2598;35;M;0;Doctorate;Single;$60K - $80K;Blue;18;1645;2483;59;0.633
10566;36;F;3;Graduate;Single;Unknown;Blue;36;726;2156;64;0.069
8232;33;F;3;Graduate;Single;$40K - $60K;Blue;36;2259;2849;67;0.274
26365;53;M;1;Graduate;Unknown;$60K - $80K;Silver;44;680;3411;68;0.026
4671;37;F;1;Uneducated;Married;Less than $40K;Blue;29;1933;2468;58;0.414
14869;35;M;3;Graduate;Married;$120K +;Blue;28;0;2753;48;0
2300;59;M;1;Graduate;Married;$40K - $60K;Blue;36;1965;1693;27;0.854
2797;47;M;1;Unknown;Unknown;$80K - $120K;Blue;28;1802;3525;63;0.644
2657;48;F;3;High School;Single;$40K - $60K;Blue;30;2115;3580;77;0.796
9149;58;M;2;Uneducated;Married;$80K - $120K;Blue;46;1806;1220;36;0.197
2629;55;F;2;Unknown;Married;Less than $40K;Blue;36;1476;1725;41;0.561
3176;37;M;2;Graduate;Divorced;$40K - $60K;Blue;17;0;2298;67;0
21875;57;M;2;Graduate;Married;$80K - $120K;Blue;42;2517;1327;31;0.115
3007;60;M;2;High School;Married;Unknown;Blue;41;1664;1475;31;0.553
17404;50;M;1;College;Married;$60K - $80K;Blue;40;1745;4491;78;0.1
2863;56;M;2;High School;Married;$60K - $80K;Blue;51;2517;1458;39;0.879
34516;48;M;3;Graduate;Married;$60K - $80K;Gold;37;2429;3205;57;0.07
13919;40;M;4;Graduate;Single;$60K - $80K;Blue;30;1266;3699;67;0.091
18672;48;M;3;Graduate;Married;$80K - $120K;Blue;39;2517;1126;35;0.135
4204;50;F;1;Uneducated;Married;Less than $40K;Blue;36;499;4740;67;0.119
6859;61;F;1;Uneducated;Married;Less than $40K;Blue;36;2489;1617;26;0.363
16050;36;M;2;High School;Married;$80K - $120K;Blue;30;1480;3215;56;0.092
34516;46;M;5;High School;Married;$120K +;Blue;32;1024;2436;71;0.03
16766;28;M;0;Uneducated;Divorced;Unknown;Blue;36;1535;3093;77;0.092
20895;49;M;5;Unknown;Single;$80K - $120K;Blue;30;1808;3210;65;0.087
7881;44;F;4;High School;Single;$40K - $60K;Blue;38;2517;3068;77;0.319
13427;57;M;5;High School;Married;$80K - $120K;Blue;50;0;1337;27;0
2281;37;M;2;Uneducated;Divorced;$80K - $120K;Blue;36;1677;2735;58;0.735
10974;57;M;2;Uneducated;Married;$80K - $120K;Blue;52;0;1327;26;0
8925;33;M;1;Unknown;Married;$60K - $80K;Blue;36;168;741;10;0.019
5265;46;M;2;High School;Married;$60K - $80K;Blue;40;0;3281;68;0
17156;45;F;2;High School;Divorced;Unknown;Blue;36;2517;1142;33;0.147
13457;53;M;1;Unknown;Married;$80K - $120K;Blue;36;1248;1548;41;0.093
2742;52;M;0;Unknown;Married;$60K - $80K;Blue;46;2184;3829;72;0.796
3890;34;M;1;Unknown;Married;$60K - $80K;Blue;29;2286;1889;51;0.588
17198;55;M;3;Graduate;Single;$80K - $120K;Blue;51;0;4042;62;0
3401;53;M;4;High School;Married;$120K +;Blue;41;1713;1924;54;0.504
18951;37;M;1;Unknown;Married;$60K - $80K;Blue;19;1243;2874;58;0.066
1454;58;F;3;Unknown;Single;$40K - $60K;Blue;52;888;3060;56;0.611
27499;33;M;3;High School;Married;$120K +;Blue;20;1188;2202;46;0.043
32964;39;M;3;Graduate;Married;$120K +;Blue;36;2231;3094;45;0.068
7411;37;F;2;High School;Single;Less than $40K;Blue;28;633;2761;77;0.085
7200;32;M;0;Uneducated;Single;$40K - $60K;Blue;36;0;3006;83;0
12007;26;F;1;Uneducated;Single;Unknown;Blue;13;956;2678;50;0.08
